student_id,gender,study_hours,attendance_percent,previous_score,assignments_completed,sleep_hours,internet_hours,extracurricular_activity,study_method,parent_education,internet_access,final_score
STU10593,Male,9.14,89.2,81.1,5,,2.65,Music,Self Study,Postgraduate,Yes,100.0
STU12188,Male,4.56,60.0,77.9,7,5.55,2.1,Sports,Self Study,School,Yes,100.0
STU10940,Female,7.23,100.0,76.6,9,8.14,3.92,None,Coaching,College,Yes,100.0
STU12421,Female,1.78,74.0,71.0,7,5.31,0.78,Clubs,Coaching,College,Yes,100.0
STU11250,Female,2.38,93.6,,4,6.19,3.24,Music,Online Course,School,Yes,98.8
STU10905,Female,4.26,59.8,92.1,4,7.2,3.88,Clubs,Coaching,College,Yes,100.0
STU11973,Female,5.71,99.4,51.6,6,6.24,0.71,None,Online Course,College,Yes,100.0
STU12410,Male,4.43,76.9,71.4,8,6.66,5.39,Sports,Self Study,,No,100.0
STU11566,Male,4.23,146.79104738606713,76.3,5,6.69,3.32,Sports,Self Study,School,Yes,100.0
STU12248,Male,4.01,63.2,74.0,9,8.25,1.97,Volunteering,Online Course,,Yes,100.0
STU11883,Male,4.59,83.7,79.1,4,6.7,1.94,Clubs,Coaching,College,Yes,100.0
STU11938,Female,3.18,87.8,60.3,3,7.03,2.08,Clubs,Group Study,Postgraduate,Yes,100.0
STU10707,Other,3.68,83.8,82.2,7,7.83,1.73,Sports,Self Study,School,Yes,100.0
STU11023,Female,6.32,74.3,65.9,6,6.69,,Clubs,,School,Yes,100.0
STU10746,Female,7.36,,,9,8.36,5.47,Sports,Self Study,School,Yes,100.0
STU11856,Female,4.12,69.0,68.2,3,8.84,6.93,Clubs,Self Study,Postgraduate,Yes,90.5
STU11450,Female,4.31,77.5,88.5,6,6.44,0.48,None,Online Course,,Yes,100.0
STU10514,Male,5.33,79.4,59.3,6,7.74,4.93,Sports,Self Study,Postgraduate,Yes,100.0
STU10082,Female,4.18,89.6,59.1,4,7.58,5.21,Music,Coaching,School,Yes,85.5
STU12227,Male,5.8,74.1,50.3,3,6.23,0.84,Sports,Self Study,College,No,100.0
STU10915,Female,7.47,64.7,75.4,8,6.32,1.71,Clubs,Online Course,College,Yes,100.0
STU12313,Female,8.24,77.8,68.3,10,5.73,3.76,Music,Coaching,School,Yes,100.0
STU12311,Male,7.15,78.8,56.0,5,,2.74,Music,Self Study,College,Yes,100.0
STU10151,Female,5.18,65.3,90.8,8,6.44,2.13,Sports,Coaching,School,Yes,100.0
STU10775,Female,5.52,55.0,100.0,9,5.53,1.27,Sports,Online Course,College,Yes,100.0
STU10330,Male,4.46,100.0,75.8,9,6.12,2.69,Music,Self Study,School,Yes,100.0
STU10007,Male,5.76,96.3,44.9,2,6.7,2.84,Clubs,Coaching,College,Yes,100.0
STU10944,Female,7.9,73.5,29.1,4,4.96,0.51,Sports,Self Study,College,Yes,91.1
STU12214,Female,9.06,67.4,62.2,8,9.73,,None,Coaching,College,Yes,100.0
STU10735,Female,6.06,72.2,63.3,8,,5.85,Music,Group Study,School,Yes,100.0
STU10910,Female,3.35,77.5,87.1,4,6.38,4.55,Clubs,Group Study,Postgraduate,Yes,100.0
STU10469,Female,7.71,100.0,73.2,8,5.33,4.7,None,Online Course,College,Yes,100.0
STU10182,Male,5.94,75.3,66.9,9,,3.65,Clubs,Online Course,College,Yes,100.0
STU10165,Female,7.18,72.9,55.3,10,5.51,2.41,Volunteering,Self Study,College,Yes,100.0
STU10452,Female,6.2,87.1,55.8,5,,5.19,Music,Group Study,College,Yes,100.0
STU10491,Male,7.67,85.7,64.4,9,7.18,0.05,None,Self Study,School,Yes,100.0
STU11420,Male,5.56,82.7,66.7,6,10.0,,None,Group Study,College,Yes,100.0
STU11144,Female,4.41,70.2,67.4,8,7.28,1.83,None,Online Course,College,Yes,97.9
STU12384,Male,4.47,74.7,61.9,3,6.96,0.0,None,Self Study,College,Yes,99.5
STU11112,Female,4.96,68.8,65.0,10,7.67,5.83,,Self Study,College,Yes,98.3
STU12498,Female,1.11,87.4,71.1,10,7.37,1.65,None,Self Study,College,Yes,100.0
STU11335,Female,6.32,95.2,45.3,6,4.35,5.46,Volunteering,,Postgraduate,Yes,100.0
STU11511,Male,5.64,82.3,58.9,2,7.64,6.63,Volunteering,Group Study,School,No,96.2
STU11739,Male,3.86,77.1,59.7,5,7.84,5.04,Volunteering,Self Study,School,No,90.7
STU11785,Male,6.88,73.1,62.9,2,7.6,1.11,None,Self Study,College,Yes,100.0
STU11540,Female,8.53,75.9,63.5,10,7.53,,None,Self Study,College,Yes,100.0
STU11876,Male,1.84,51.6,78.6,5,6.56,3.55,Volunteering,Self Study,School,Yes,89.9
STU11814,Male,5.49,81.0,53.0,6,5.45,5.82,Volunteering,Self Study,College,Yes,82.2
STU11818,Female,7.37,71.5,67.2,8,5.8,2.09,Music,Group Study,,Yes,100.0
STU10328,Male,5.37,100.0,56.6,6,6.44,1.13,None,Self Study,School,Yes,100.0
STU10443,Other,6.22,78.3,78.2,2,5.73,3.08,Clubs,Group Study,Postgraduate,Yes,100.0
STU11616,,6.56,70.7,76.2,7,5.32,0.59,Clubs,Self Study,Postgraduate,YES,100.0
STU11405,Male,4.34,58.6,65.5,7,7.95,1.9,None,Online Course,College,Yes,100.0
STU10833,Female,3.24,55.4,70.8,2,7.15,4.49,Clubs,Self Study,College,Yes,91.2
STU11926,Female,3.12,86.7,54.3,7,6.69,3.53,Clubs,Online Course,College,Yes,100.0
STU11918,,7.55,81.7,62.2,5,8.66,5.44,None,Online Course,College,Yes,100.0
STU11408,Male,6.8,65.4,64.5,8,7.52,2.72,None,Self Study,Postgraduate,Yes,100.0
STU10087,Female,4.56,79.0,54.3,9,9.11,1.09,Volunteering,Self Study,Postgraduate,Yes,100.0
STU12452,Male,4.69,68.0,52.5,7,6.74,3.2,None,Coaching,Postgraduate,No,94.1
STU10778,Female,6.29,52.7,70.4,6,8.12,,Sports,Coaching,College,Yes,100.0
STU12024,Female,5.36,78.9,78.7,3,4.75,1.45,Clubs,Self Study,College,Yes,95.8
STU10055,Female,4.56,82.7,68.4,3,7.19,3.27,None,,School,Yes,100.0
STU11902,Female,7.64,72.4,87.0,5,8.26,3.47,Music,,College,Yes,100.0
STU11288,Female,5.45,78.5,54.6,3,6.15,4.96,Sports,Self Study,School,Yes,96.0
STU11712,Male,0.95,81.6,62.3,4,6.45,0.7,Music,Self Study,Postgraduate,Yes,89.0
STU12382,Female,7.08,81.3,56.9,8,8.51,3.86,None,Self Study,School,Yes,100.0
STU11246,Female,5.64,73.6,85.6,10,4.43,4.89,Sports,Self Study,School,No,100.0
STU10114,Male,2.61,73.3,79.1,10,5.76,3.45,None,Coaching,Postgraduate,Yes,100.0
STU12353,Female,5.43,100.0,38.3,5,7.56,4.6,Volunteering,Online Course,College,Yes,99.3
STU10988,Female,6.16,81.2,61.3,4,8.01,2.64,Music,Coaching,,Yes,93.3
STU11911,Male,3.94,95.1,76.8,3,8.02,3.73,Music,Online Course,College,Yes,100.0
STU11595,Female,6.26,84.6,59.5,5,8.0,,Music,Self Study,College,Yes,100.0
STU11010,Male,6.26,65.6,73.8,9,6.41,3.76,None,Coaching,School,Yes,100.0
STU11199,Male,8.47,65.3,57.5,3,6.57,1.59,None,Self Study,Postgraduate,YES,100.0
STU10590,Other,8.72,89.6,54.1,10,6.31,6.25,Music,Online Course,College,Yes,100.0
STU10769,Female,2.94,74.2,66.5,3,6.7,3.27,Clubs,Self Study,Postgraduate,Yes,100.0
STU10018,Female,3.58,95.2,60.9,7,4.43,0.0,Sports,Coaching,School,Yes,94.9
STU11043,Male,6.9,76.2,49.2,9,8.36,3.09,None,Self Study,Postgraduate,Yes,100.0
STU12058,Female,1.88,83.5,60.0,2,3.96,4.74,Volunteering,Coaching,School,Yes,79.7
STU10286,Female,4.56,79.1,73.3,3,7.79,3.84,None,Self Study,College,Yes,100.0
STU10429,Male,2.74,61.8,82.1,8,7.13,3.58,None,Online Course,Postgraduate,Yes,100.0
STU11948,Female,3.68,78.2,78.6,4,4.64,1.68,Sports,Self Study,College,Yes,97.2
STU11380,Male,8.45,81.6,67.2,8,5.38,1.08,None,,Postgraduate,Yes,100.0
STU10670,Female,0.5,63.7,75.3,4,5.85,3.63,Clubs,Self Study,College,Yes,90.1
STU10032,Female,4.69,84.5,79.5,6,6.17,5.7,Volunteering,Self Study,School,Yes,100.0
STU11342,Male,6.36,76.9,56.2,3,9.83,3.01,None,Group Study,School,Yes,100.0
STU10723,Male,0.94,58.1,68.2,4,7.55,2.03,Clubs,Self Study,School,Yes,84.0
STU10952,Female,6.4,86.5,77.7,4,8.64,5.16,Clubs,Coaching,College,Yes,100.0
STU11790,Male,7.53,83.0,59.3,5,7.36,2.18,None,Self Study,College,Yes,100.0
STU10215,Female,4.84,76.3,75.5,9,8.35,1.73,Clubs,Online Course,School,Yes,100.0
STU11815,Male,5.84,77.7%,71.5,3,6.87,2.07,Music,Coaching,College,,100.0
STU11165,Other,3.53,76.0,90.6,9,6.25,2.11,None,Online Course,Postgraduate,Yes,100.0
STU10327,,2.36,100.0,96.3,4,7.54,2.33,Sports,Online Course,College,Yes,100.0
STU10561,Male,5.36,92.1,90.7,7,7.92,4.43,Sports,Self Study,,Yes,100.0
STU11087,Male,2.7,65.7,,3,7.67,2.02,Volunteering,Self Study,College,Yes,100.0
STU12022,Male,3.92,81.8,85.0,5,7.78,5.7,Music,Self Study,School,Yes,90.0
STU10342,Male,6.11,91.2,70.8,4,5.91,4.87,Clubs,Coaching,College,Yes,100.0
STU10148,Male,5.22,71.8,57.4,5,5.76,0.0,None,Coaching,School,Yes,88.6
STU11867,Male,5.08,83.4,59.8,2,6.19,5.95,Music,Group Study,College,Yes,94.8
STU11108,Male,,95.6,100.0,2,5.32,1.07,None,Coaching,College,Yes,100.0
STU10849,Male,4.09,84.5,76.0,7,7.77,6.03,Music,Online Course,School,Yes,100.0
STU10967,Female,4.99,94.3,56.8,9,6.29,7.53,Sports,Online Course,School,Yes,100.0
STU11073,Female,5.04,82.4,79.1,2,6.99,,Sports,Group Study,School,Yes,100.0
STU10156,Male,9.04,71.0,55.7,7,8.89,17.366428347082227,Clubs,Coaching,Postgraduate,Yes,100.0
STU11690,Male,7.25,100.0,93.5,2,6.61,5.6,None,Self Study,College,Yes,100.0
STU11628,,8.68,74.3,64.5,2,6.73,5.73,None,Coaching,College,Yes,100.0
STU11003,Male,4.67,85.6%,80.1,6,5.99,2.76,None,Coaching,School,Yes,100.0
STU11871,Male,7.24,59.3,66.5,3,7.53,2.48,Sports,Coaching,Postgraduate,Yes,100.0
STU12104,Female,7.04,84.7,82.4,9,5.69,5.42,None,Self Study,School,Yes,100.0
STU11875,Male,3.37,88.5,51.0,8,7.27,3.1,None,Coaching,College,Yes,94.7
STU12221,Male,5.69,45.1,77.1,7,4.68,3.96,Clubs,Group Study,College,Yes,100.0
STU12471,Male,4.58,75.9,70.7,4,6.52,4.02,None,Online Course,School,Yes,99.4
STU11204,Male,5.3,68.6,65.3,5,7.77,3.18,None,Self Study,College,Yes,100.0
STU11657,Female,6.28,82.3,62.4,2,6.46,4.33,,Self Study,College,Yes,100.0
STU12357,Male,5.8,60.4,70.1,6,7.34,0.07,Music,Online Course,College,Yes,100.0
STU12035,Female,5.73,77.9,61.6,5,7.43,2.52,None,Self Study,School,Yes,100.0
STU11503,Male,8.15,81.3,100.0,5,8.66,2.99,Volunteering,Self Study,Postgraduate,Yes,100.0
STU11813,Female,6.05,78.5,68.7,5,7.29,6.74,Music,Self Study,School,Yes,100.0
STU12222,Female,3.96,67.1,67.1,7,7.09,3.53,None,Self Study,Postgraduate,Yes,100.0
STU12461,Female,2.98,70.0,72.9,10,6.07,5.26,None,Coaching,Postgraduate,Yes,100.0
STU10939,Female,7.38,74.6,71.4,4,6.07,3.52,Clubs,Self Study,School,Yes,100.0
STU12289,Male,7.44,100.0,,7,7.04,4.32,Sports,Self Study,School,Yes,100.0
STU10347,Male,4.32,71.2,51.4,8,6.31,2.99,Music,Online Course,School,Yes,100.0
STU12096,Female,7.07,88.4,,8,7.85,5.36,None,Online Course,School,Yes,100.0
STU12487,Female,5.71,82.7,74.5,9,5.75,2.13,Sports,Self Study,College,,100.0
STU11442,Male,6.22,74.3,,8,6.59,3.05,Sports,Group Study,School,Yes,100.0
STU10386,Female,3.91,81.6,84.0,10,6.64,1.73,Clubs,Group Study,School,No,100.0
STU11656,Male,2.37,71.3,87.2,5,9.28,3.59,None,Online Course,College,Yes,100.0
STU11661,Female,10.27,62.0,95.5,4,7.19,6.05,None,Online Course,College,No,100.0
STU10244,Male,2.57,120.4592743552646,79.5,10,5.4,6.55,Volunteering,Self Study,Postgraduate,Yes,91.1
STU12091,Male,,88.2,53.4,7,8.27,1.17,None,Online Course,Postgraduate,Yes,100.0
STU10937,Female,3.2,70.2,52.3,4,6.34,1.51,None,Online Course,Postgraduate,Yes,91.2
STU12158,Female,3.88,78.8,71.5,5,6.72,4.49,Music,Self Study,College,Yes,92.6
STU10313,Male,8.99,73.0,74.9,6,7.67,6.78,None,Group Study,College,Yes,100.0
STU12451,Female,4.43,91.6,35.3,4,8.71,3.68,None,,College,Yes,94.6
STU11548,Other,3.89,71.2,91.6,10,8.65,4.8,None,Coaching,School,Yes,100.0
STU11333,Female,7.25,75.9,64.5,8,7.41,2.73,Music,Self Study,College,Yes,100.0
STU10969,Male,7.35,95.1,69.7,8,6.47,4.49,Music,Self Study,School,Yes,100.0
STU10661,Male,2.12,77.4,73.3,3,7.46,3.63,None,Self Study,Postgraduate,,90.6
STU10936,,6.68,84.3,51.7,7,6.37,2.55,Music,Group Study,College,Yes,100.0
STU10371,Male,5.52,,78.5,10,6.46,5.26,Music,Self Study,Postgraduate,Yes,100.0
STU10567,Male,5.18,81.1,86.8,5,5.66,1.11,Music,Online Course,Postgraduate,Yes,100.0
STU11984,Male,5.0,80.8,50.9,8,6.37,2.68,Clubs,Online Course,College,Yes,100.0
STU10825,Male,1.78,88.9,41.5,4,10.0,8.2,Music,Self Study,School,Yes,89.8
STU10983,Male,5.96,89.7,65.1,8,4.98,0.21,Sports,Self Study,School,Yes,100.0
STU12006,Male,7.75,97.2,77.9,9,9.78,4.55,None,Coaching,School,Yes,100.0
STU11495,Female,4.79,85.2,69.7,9,5.87,6.6,Music,Self Study,College,Yes,100.0
STU12160,Female,4.01,66.7,50.5,9,4.95,6.2,,,School,Yes,98.7
STU10814,Other,4.49,79.7,80.4,10,6.25,4.53,Sports,Self Study,School,Yes,100.0
STU10779,Male,5.62,68.8,86.3,8,6.66,0.89,None,Self Study,School,Yes,100.0
STU11321,Female,3.98,89.5,48.8,8,6.09,2.89,None,Self Study,College,No,90.3
STU11545,Male,8.23,66.4,61.9,8,6.36,7.12,Sports,Online Course,College,Yes,100.0
STU11053,Female,5.72,90.4,51.2,9,6.85,3.1,Volunteering,Coaching,College,Yes,100.0
STU11840,Female,3.7,75.0,66.6,4,9.09,3.39,None,Online Course,College,Yes,100.0
STU11014,Male,2.19,90.9,68.7,10,8.35,5.95,Music,Coaching,School,Yes,100.0
STU11402, FEMALE ,4.85,86.0,54.6,7,8.66,2.19,Clubs,Self Study,College,Yes,100.0
STU12312,Female,6.06,73.4,90.8,3,7.0,5.33,Clubs,Online Course,Postgraduate,No,100.0
STU12100,Male,8.59,100.0,73.3,6,5.98,2.32,None,Coaching,School,No,100.0
STU11779,Male,3.26,73.5,50.7,8,7.22,4.72,Music,Coaching,Postgraduate,Yes,100.0
STU10127,Female,8.43,94.2,74.7,6,9.32,1.42,Sports,Self Study,College,Yes,100.0
STU10888,Female,4.64,72.0,95.6,7,9.33,2.11,Clubs,Coaching,School,Yes,100.0
STU12053,Female,7.82,69.7,75.3,2,5.55,2.52,Volunteering,Online Course,College,Yes,100.0
STU11348,Female,4.04,100.0,64.7,3,3.99,4.24,Sports,Online Course,College,Yes,90.5
STU11008,Female,4.75,83.4,48.1,8,5.21,2.61,None,Self Study,College,,100.0
STU10356,Female,5.97,96.9,80.2,8,9.25,6.65,,Self Study,College,Yes,100.0
STU11004,Female,6.77,63.7,76.5,7,7.1,5.29,Sports,Coaching,College,Yes,100.0
STU10683,Female,8.0,69.5,62.7,4,5.75,0.63,Sports,Online Course,School,Yes,100.0
STU10828,Male,5.26,78.8,100.0,3,7.71,3.61,Clubs,Coaching,School,Yes,100.0
STU11515,Male,2.14,80.1,41.0,10,6.86,6.02,None,Online Course,School,No,78.0
STU10985,Other,6.25,88.5,33.3,4,5.52,1.72,Clubs,Self Study,College,Yes,94.9
STU11234,Female,5.67,73.5,93.3,6,6.67,2.08,Volunteering,Online Course,School,Yes,100.0
STU12133,Male,,,65.3,3,7.25,7.5,Clubs,Coaching,College,Yes,100.0
STU10141,Female,6.33,85.1,65.5,6,6.37,2.6,Volunteering,Self Study,College,Yes,100.0
STU10218,Other,8.17,79.9,84.8,8,9.1,5.09,Music,Coaching,College,Yes,100.0
STU12060,Female,3.31,62.9,68.4,3,9.21,5.24,None,Self Study,School,Yes,91.9
STU12139,Female,6.14,72.3,100.0,3,7.86,4.89,None,Self Study,College,Yes,100.0
STU12230,Male,6.05,74.1,80.9,4,7.06,4.54,None,Coaching,Postgraduate,Yes,100.0
STU11726,Female,5.7,83.0,35.6,7,6.72,4.47,Volunteering,Self Study,School,Yes,100.0
STU11477,Male,9.69,81.8,67.3,4,9.12,2.01,None,Coaching,College,Yes,100.0
STU10023,Male,7.95,75.4,62.4,3,4.81,2.8,Sports,Online Course,School,,100.0
STU10712,Male,6.9,77.3,24.2,9,7.26,6.31,Sports,,College,Yes,93.3
STU11158,Male,8.45,100.0,63.0,10,5.12,4.58,None,,Postgraduate,Yes,100.0
STU12059,Male,4.29,87.5,88.9,5,6.52,3.66,Clubs,Online Course,College,Yes,100.0
STU10872,Male,3.48,59.6,100.0,8,4.95,2.1,,Self Study,School,Yes,100.0
STU11866,Female,5.81,89.6,74.7,8,7.69,4.16,Clubs,Group Study,College,Yes,100.0
STU10011,Male,7.26,70.8,78.9,6,6.33,0.22,Music,Online Course,,Yes,100.0
STU11766,Male,5.21,72.3,59.1,9,6.78,5.56,Sports,Self Study,College,No,97.2
STU12368,Male,4.72,74.0,74.5,6,7.28,3.7,None,Online Course,Postgraduate,Yes,100.0
STU11721,Male,7.59,97.5,89.2,10,7.86,0.83,Music,Self Study,College,Yes,100.0
STU11316,Male,9.17,69.2,95.3,9,9.57,0.0,Volunteering,Self Study,Postgraduate,,100.0
STU10755,Male,,73.6,55.8,5,,1.22,,Online Course,School,,100.0
STU10627,Male,4.68,77.5,73.6,10,5.77,2.27,Music,Group Study,College,Yes,100.0
STU11754,Male,4.37,56.0,76.4,4,7.36,2.88,None,Self Study,College,Yes,91.8
STU11488,Male,2.75,83.3,67.6,2,6.42,1.95,Clubs,Coaching,College,Yes,84.5
STU10130,Female,3.65,77.5,69.1,4,8.13,2.58,None,Self Study,Postgraduate,,100.0
STU10844,Male,5.31,87.4,74.7,7,4.64,0.0,None,Self Study,College,Yes,100.0
STU10324,Female,7.0,65.6,56.2,3,6.61,3.13,None,Coaching,School,Yes,96.3
STU11719,Female,6.71,98.6,41.2,9,6.75,5.59,Sports,Self Study,College,Yes,100.0
STU12207,Female,4.59,83.1,86.1,9,7.1,4.23,None,Online Course,School,Yes,100.0
STU11285,Male,5.62,99.9,71.9,8,,1.94,Volunteering,Self Study,Postgraduate,Yes,100.0
STU12433,,3.46,98.8,88.2,8,6.85,3.48,Music,Online Course,Postgraduate,Yes,100.0
STU10015,,6.44,79.5,72.9,5,5.17,3.61,Sports,Self Study,School,Yes,
STU10948,Female,0.5,89.7,55.6,5,6.33,3.97,Sports,Online Course,College,Yes,95.2
STU10216,Female,7.51,78.8,58.0,7,8.91,5.99,Music,Online Course,School,Yes,100.0
STU12281,Female,7.97,73.8,54.7,6,5.99,1.27,,Self Study,School,Yes,100.0
STU11964,Male,5.03,70.6,74.4,7,6.27,5.61,Volunteering,Coaching,College,No,100.0
STU11183,Male,3.9,79.6,40.8,8,6.54,5.63,Volunteering,Online Course,College,Yes,77.1
STU11676,Female,2.27,71.9,59.0,3,,0.31,None,Online Course,College,Yes,83.7
STU11585,Female,5.26,90.3,66.0,9,6.69,2.47,None,Self Study,School,Yes,100.0
STU10865,Female,4.11,83.8,59.5,5,7.57,2.5,Music,Group Study,College,Yes,100.0
STU10517,Male,6.84,70.4,69.0,3,6.97,0.22,None,Online Course,College,Yes,97.1
STU10598,Male,7.13,70.1,58.0,3,9.01,1.31,None,Group Study,School,,100.0
STU10196,Male,3.71,89.5,81.1,5,7.37,1.06,None,Self Study,School,Yes,96.2
STU11278,Female,8.74,83.5,91.0,3,7.08,2.37,Clubs,Coaching,College,Yes,100.0
STU10289,Male,4.92,71.1,81.0,6,6.51,1.91,Clubs,Self Study,Postgraduate,Yes,100.0
STU10951,Male,2.05,59.0,36.2,3,5.36,5.88,None,Self Study,Postgraduate,No,56.1
STU12362,Female,3.5,85.1,62.3,5,6.45,2.03,Music,Group Study,School,Yes,94.2
STU11851,Female,4.22,75.6,85.2,8,6.81,6.02,Music,Coaching,College,Yes,100.0
STU12393,Male,2.18,64.8,57.6,3,5.92,2.41,Sports,Self Study,College,No,65.7
STU11121,Male,6.4,81.9,96.0,9,5.77,2.7,Clubs,Self Study,College,Yes,100.0
STU12180,Male,4.75,64.9,69.0,6,7.09,4.18,Sports,Online Course,School,Yes,100.0
STU10550,Male,6.83,95.1,53.9,4,5.84,3.26,None,Coaching,School,Yes,100.0
STU10157,Female,5.76,81.2,58.9,4,7.59,1.03,Music,Self Study,College,Yes,
STU10420,Female,8.21,88.9,51.0,7,5.87,1.31,Clubs,Online Course,College,Yes,100.0
STU10923,Female,5.74,90.8,,3,8.94,2.5,Music,Coaching,College,Yes,100.0
STU11666,Male,4.11,81.6,64.3,2,6.16,3.5,None,Self Study,College,Yes,100.0
STU10478,Male,3.22,76.5,76.9,3,6.66,0.66,Volunteering,Self Study,School,Yes,88.9
STU11630,Male,7.66,66.3,58.8,8,6.89,2.7,None,Group Study,Postgraduate,Yes,91.0
STU11674,Male,6.4,69.0,45.0,5,5.72,2.71,Clubs,,School,Yes,100.0
STU11472,Male,7.75,80.6,71.5,7,5.93,2.83,None,Self Study,College,Yes,100.0
STU10554,Other,9.57,77.1,59.1,8,5.38,0.54,Clubs,Self Study,School,Yes,100.0
STU11203,Female,6.34,69.1,70.0,2,5.15,1.94,None,Self Study,Postgraduate,Yes,100.0
STU10391,Female,0.88,68.2,90.5,2,6.92,2.72,Volunteering,Online Course,School,Yes,77.4
STU10579,Male,4.99,62.9,56.2,9,6.84,3.88,Clubs,Self Study,College,Yes,97.2
STU12493,Male,7.03,71.2,50.3,6,6.61,2.54,Volunteering,Online Course,School,Yes,96.4
STU11668,Female,5.5,65.7,79.4,7,6.39,3.33,Volunteering,Self Study,Postgraduate,Yes,100.0
STU12278,Female,9.27,62.3,64.5,9,5.94,6.53,Sports,,Postgraduate,Yes,100.0
STU10821,Female,4.54,58.7,62.6,9,6.02,5.28,Clubs,Coaching,School,Yes,100.0
STU12403,Other,6.06,78.3,47.3,9,5.01,2.17,None,Self Study,Postgraduate,Yes,100.0
STU11007,Male,6.84,75.8,54.0,3,6.84,2.57,Clubs,Coaching,College,Yes,100.0
STU11249,Other,5.16,69.3,,4,6.84,1.78,None,Online Course,School,Yes,100.0
STU11660,Male,5.76,83.5,42.7,10,7.09,2.22,Clubs,Online Course,School,Yes,97.6
STU10665,Male,5.34,70.3,82.0,7,5.15,5.49,Clubs,Self Study,College,Yes,100.0
STU12226,Male,5.97,91.6,69.6,5,8.36,3.27,Sports,Online Course,College,Yes,100.0
STU10143,Male,1.24,66.4,61.2,4,8.74,2.31,Clubs,Online Course,College,Yes,99.0
STU12186,Male,5.53,69.5,76.4,4,,2.14,Sports,Self Study,Postgraduate,Yes,99.1
STU11852,Female,25.61425246910228,64.2,94.4,7,,,None,Group Study,College,Yes,100.0
STU10422,Male,3.83,80.7,51.2,2,7.3,2.86,Clubs,Self Study,Postgraduate,No,86.2
STU10800,Female,5.58,79.8,73.7,10,6.39,8.58,None,Group Study,School,Yes,100.0
STU10616,Male,,87.0,62.5,2,6.21,6.11,,Coaching,College,Yes,80.4
STU11319,Male,2.53,96.7,55.1,4,8.26,2.02,Clubs,Coaching,College,Yes,97.0
STU10296,Female,5.85,86.1,88.5,7,7.53,2.07,None,Self Study,School,Yes,100.0
STU10402,Male,5.89,61.1,78.2,3,8.14,0.14,Music,Self Study,College,Yes,100.0
STU10089,Female,6.46,81.7,47.9,9,6.89,0.0,Clubs,Group Study,School,Yes,100.0
STU12056,Female,6.67,97.5,42.7,2,5.04,4.3,None,Self Study,College,Yes,96.8
STU12472,Male,4.63,61.0,73.3,2,7.12,1.77,Clubs,Online Course,College,Yes,100.0
STU10132,Male,2.75,66.2,68.2,10,5.58,0.0,Clubs,Coaching,College,Yes,100.0
STU11710,Female,5.17,73.9,89.0,2,6.24,4.57,Volunteering,Self Study,School,Yes,94.5
STU12459,Male,1.82,85.3,,8,7.66,3.95,Music,Self Study,Postgraduate,Yes,90.2
STU12168,Male,2.08,87.5,70.3,2,8.31,1.58,None,Coaching,School,Yes,93.0
STU11403,Female,5.09,59.7,68.3,7,7.64,4.58,None,Group Study,College,Yes,100.0
STU12064,Female,6.26,75.3,64.5,6,4.94,1.28,Music,Self Study,Postgraduate,Yes,100.0
STU12179,Female,6.71,66.7,76.7,6,8.31,2.32,Volunteering,Self Study,Postgraduate,Yes,100.0
STU12428,Male,4.35,81.9,63.4,3,7.16,3.46,,Coaching,School,Yes,97.9
STU10725,Female,3.65,81.1,70.1,6,9.5,4.24,Sports,Self Study,School,Yes,100.0
STU11315,Female,6.63,91.8,92.7,6,7.61,3.46,None,Self Study,School,Yes,100.0
STU11793,Female,,67.6,73.0,4,7.18,2.02,Sports,,College,Yes,100.0
STU10270,Male,,87.2,57.5,7,5.08,3.29,None,Self Study,College,Yes,100.0
STU11806,Female,1.66,78.0,61.7,7,4.45,5.18,Sports,Group Study,School,No,86.7
STU12079,Female,1.19,72.3,55.2,9,6.69,4.89,Volunteering,Group Study,Postgraduate,Yes,86.8
STU11373,Female,6.31,72.1,61.7,9,,6.59,Clubs,Group Study,Postgraduate,Yes,100.0
STU10918,Female,6.56,89.3,69.9,7,5.64,5.38,Clubs,Coaching,College,Yes,100.0
STU12302,Male,3.72,,59.6,8,8.77,2.57,Clubs,Group Study,College,Yes,100.0
STU11320,Other,7.88,74.4,81.7,7,,1.48,None,Self Study,College,Yes,100.0
STU12150,Female,5.75,75.2,74.1,2,8.9,5.42,Clubs,Coaching,College,Yes,98.9
STU12485,Male,5.3,60.7,62.5,8,9.62,4.04,Sports,Online Course,School,Yes,100.0
STU11617,Female,11.33,91.5,69.1,7,6.78,5.29,None,Self Study,College,Yes,100.0
STU12451,Female,4.43,91.6,35.3,4,8.71,3.68,None,,College,Yes,94.6
STU10376,Female,10.16,51.1,80.6,6,7.19,2.29,None,Online Course,College,Yes,100.0
STU10334,Male,3.47,,91.6,6,8.53,5.04,Clubs,Self Study,College,No,91.5
STU12218,Female,5.3,73.7,62.8,7,8.2,5.15,Music,Self Study,College,Yes,100.0
STU12360,Male,8.64,75.3,77.4,2,6.13,5.54,,Group Study,Postgraduate,Yes,100.0
STU11119,Male,6.2,82.2,61.2,6,8.58,3.79,None,Coaching,College,Yes,100.0
STU11443,Female,2.72,67.9,85.3,9,6.92,2.05,Volunteering,Self Study,Postgraduate,Yes,100.0
STU10911,Male,4.0,51.7,90.7,5,5.67,3.12,Clubs,Self Study,Postgraduate,Yes,98.0
STU10777,Female,3.31,89.5,69.6,2,,3.83,None,Coaching,College,Yes,88.8
